timestamp,update_id,loss,policy_loss,value_loss,entropy,kl,clip_frac,alpha,q1_loss,q2_loss,gamma,lam,lr
2026-05-09 17:41:25,8500,-5.882612228393555,-0.31898826360702515,0.06704258173704147,1.0321437120437622,-5.630666732788086,0.24988022446632385,0.24988022446632385,0.03615611046552658,0.030886473134160042,0.995,0.0,3e-05
2026-05-09 17:41:32,9000,-6.144076347351074,-0.4322766661643982,0.07712652534246445,1.1111042499542236,-5.788926124572754,0.2497594654560089,0.2497594654560089,0.03950279951095581,0.037623725831508636,0.995,0.0,3e-05
2026-05-09 17:41:39,9500,-6.305996894836426,-0.5201361179351807,0.051929496228694916,1.1661906242370605,-5.837790489196777,0.2496456354856491,0.2496456354856491,0.025976451113820076,0.02595304325222969,0.995,0.0,3e-05
2026-05-09 17:41:46,10000,-6.5019378662109375,-0.579373836517334,0.059586115181446075,1.226287841796875,-5.982150077819824,0.24952368438243866,0.24952368438243866,0.030285300686955452,0.029300816357135773,0.995,0.0,3e-05
2026-05-09 17:41:53,10500,-6.96054220199585,-0.6612876653671265,0.07142338156700134,1.4485729932785034,-6.370677947998047,0.24940131604671478,0.24940131604671478,0.035560492426157,0.035862889140844345,0.995,0.0,3e-05
2026-05-09 17:42:00,11000,-6.57993745803833,-0.6335506439208984,0.057824939489364624,1.2092634439468384,-6.004211902618408,0.24928560853004456,0.24928560853004456,0.028838925063610077,0.028986016288399696,0.995,0.0,3e-05
2026-05-09 17:42:06,11500,-6.5399274826049805,-0.7359548807144165,0.5786540508270264,1.4212709665298462,-6.382626533508301,0.24916104972362518,0.24916104972362518,0.2891606092453003,0.2894934117794037,0.995,0.0,3e-05
2026-05-09 17:42:13,12000,-7.140980243682861,-0.8063371181488037,0.08690273016691208,1.5481637716293335,-6.42154598236084,0.24903526902198792,0.24903526902198792,0.04358767718076706,0.04331505298614502,0.995,0.0,3e-05
2026-05-09 17:42:19,12500,-6.000445365905762,-0.837990939617157,1.069493293762207,1.5937424898147583,-6.231947898864746,0.24891698360443115,0.24891698360443115,0.539678692817688,0.5298145413398743,0.995,0.0,3e-05
2026-05-09 17:42:26,13000,-6.674064636230469,-0.8964551687240601,0.537798285484314,1.6257668733596802,-6.315407752990723,0.24879096448421478,0.24879096448421478,0.2696652412414551,0.2681330144405365,0.995,0.0,3e-05
2026-05-09 17:42:32,13500,-7.4979095458984375,-0.9975884556770325,0.03272747993469238,1.815091848373413,-6.533048629760742,0.2486727088689804,0.2486727088689804,0.015712110325694084,0.01701536774635315,0.995,0.0,3e-05
2026-05-09 17:42:39,14000,-7.510665416717529,-0.9577978253364563,0.06081032007932663,1.6569197177886963,-6.613677978515625,0.248546302318573,0.248546302318573,0.02929265983402729,0.03151766210794449,0.995,0.0,3e-05
2026-05-09 17:42:45,14500,-7.566922664642334,-1.0492885112762451,0.038982510566711426,1.7827939987182617,-6.55661678314209,0.24841894209384918,0.24841894209384918,0.018788162618875504,0.020194347947835922,0.995,0.0,3e-05
2026-05-09 17:42:52,15000,-7.720400333404541,-1.0990296602249146,0.021045438945293427,1.7676377296447754,-6.642416000366211,0.24829965829849243,0.24829965829849243,0.010484538041055202,0.01056089997291565,0.995,0.0,3e-05
2026-05-09 17:42:59,15500,-7.811611175537109,-1.1395721435546875,0.031143464148044586,1.7954356670379639,-6.703182220458984,0.24817165732383728,0.24817165732383728,0.016675204038619995,0.014468260109424591,0.995,0.0,3e-05
2026-05-09 17:43:05,16000,-7.433391571044922,-1.145258903503418,0.5355251431465149,1.928615689277649,-6.823657989501953,0.2480435073375702,0.2480435073375702,0.2742191553115845,0.2613059878349304,0.995,0.0,3e-05
2026-05-09 17:43:12,16500,-8.06121826171875,-1.2439582347869873,0.028128013014793396,1.981177568435669,-6.845387935638428,0.2479230910539627,0.2479230910539627,0.013924789614975452,0.014203222468495369,0.995,0.0,3e-05
2026-05-09 17:43:18,17000,-7.543185234069824,-1.2826560735702515,0.6043515205383301,1.9761239290237427,-6.864880561828613,0.24779479205608368,0.24779479205608368,0.3013932406902313,0.30295827984809875,0.995,0.0,3e-05
2026-05-09 17:43:25,17500,-8.277616500854492,-1.3006207942962646,0.018607378005981445,1.9844653606414795,-6.995602607727051,0.2476738840341568,0.2476738840341568,0.009419041685760021,0.009188336320221424,0.995,0.0,3e-05
2026-05-09 17:43:31,18000,-8.302896499633789,-1.3698153495788574,0.016147010028362274,2.005814552307129,-6.949228286743164,0.24754533171653748,0.24754533171653748,0.007302522659301758,0.008844487369060516,0.995,0.0,3e-05
2026-05-09 17:43:37,18500,-8.28998851776123,-1.3872840404510498,0.011756302788853645,1.9674092531204224,-6.9144606590271,0.24741731584072113,0.24741731584072113,0.006524898111820221,0.005231404677033424,0.995,0.0,3e-05
